no,nama,type,vote_average,vote_count,htm_weekday,htm_weekend,latitude,longitude,image,description
36,Taman Wisata Kaliurang,Alam,4.4,5217,8000,8000,-7.598797,110.42636,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352218/taman-wisataikaliurang_eoluyd.jpg,taman wisata kaliurang dapat menjadi referensi wisata akhir pekan keluarga pemandangan sekitar sangatlah indah masih banyak pepohonan yang tumbuh tinggi menjulang ditambah lagi pemandangan puncak gunung merapi yang gagah selain itu udara di sekitar pun masih sangat sejuk aroma asap kendaraan bermotor pun tidak tercium di kawasan ini berada di sini membuat paru  paru menjadi lebih sehat banyak wisatawan yang datang bersama keluarga duduk santai beralaskan tikar di atas rerumputan sambil bercengkerama dengan keluarga ditambah lagi suasana yang sangat mendukung untuk beramah  tamah selain menyuguhkan pemandangan yang indah taman wisata kaliurang pun memiliki wahana outbound seperti flying fox hingga rumah pohon ridz high rope
46,Jogja National Museum,Museum,4.6,5041,0,0,-7.8001175,110.3534164,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/jnm_gwv2x6.jpg,bagi para pecinta kesenian tentu tidak akan pernah melewatkan yang namanya tempat atau gedung yang menyimpan berbagai hasil kesenian salah satu gedung kesenian di kawasan yogyakarta yang cukup terkenal adalah jogja national museum letaknya berada di jalan amri yahya yogyakarta ini museum ini sendiri sudah berdiri cukup lama dan menyajikan berbagai karya seni menarik nanapik secara singkat museum ini mempertontonkan aneka karya seni kontemporer yang unik dan berkualitas tinggi bagi anda yang sangat suka atau sedang menempuh studi seputar karya seni kontemporer maka keputusan untuk berkunjung ke tempat ini sangatlah tepat anda akan disambut dengan karya karya seni rupa dari berbagai seniman dan juga dengan kreativitas serta keunikannya masing masing
25,Taman Pintar Yogyakarta,Buatan,4.5,4846,20000,20000,-7.799757357,110.3678697,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/taman-pintar_by7uyy.jpg,taman pintar yogyakarta adalah wahana wisata yang terdapat di pusat kota yogyakarta tepatnya di jalan panembahan senopati no yogyakarta di kawasan benteng vredeburg taman ini memadukan tempat wisata rekreasi maupun edukasi dalam satu lokasi tempat rekreasi ini sangat baik untuk anak anak dalam masa perkembangan taman ini khususnya pada wahana pendidikan anak usia dini dilengkapi dengan teknologi interaktif digital serta pemetaan video yang akan memacu imajinasi anak serta ketertarikan mereka terhadap teknologi
415,Pantai Indrayanti,Pantai,4.4,4793,12000,12000,-8.1508415,110.6129852,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/pantai-indrayanti_awisw4.jpg,pantai kecil berpasir putih yang dikelilingi pepohonan dan bebatuan besar serta beragam restoran pertokoan
204,Mangrove Jembatan Api-Api (MJAA),Alam,4.3,4425,8000,8000,-7.89485,110.0253631,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/lokasi-hutan-mangrove-jembatan-api-api_ou538w.jpg,mangrove jembatan api api di kulon progo ini memadukan konsep alam dan spot instagenik anda bisa bersantai sambil foto foto di sini
419,Embung Nglanggeran,Buatan,4.5,4366,10000,10000,-7.8471399,110.5468589,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/embung-nglanggeran_jfak6y.jpg,embung nglanggeran merupakan waduk kecil tempat menampung air yang memiliki luas sekitar hektar air embung ini digunakan untuk sarana pengairan di area perkebunan sekitar selain untuk pengairan telaga ini juga dimanfaatkan sebagai obyek wisata itu karena keindahan panorama yang dapat disaksikan dari embung berketinggian sekitar meter di atas permukaan laut ini selain embung telaga tampungan air pemandangan gunung api purba menjadi pesona yang ditawarkan oleh objek wisata tersebut
178,Bukit Wisata Pulepayung,Alam,4.5,4287,10000,10000,-7.8001106,110.1238954,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352216/pulepayung_ybzya0.jpg,pule payung kulon progo yogyakarta merupakan wisata alam dengan spot foto instagramable letaknya tidak jauh dari kalibiru yaitu terletak di kulon progo yogyakarta tempat wisata yang satu ini sangat direkomendasi untuk anak muda yang ingin mendapatkan foto foto unik karena memiliki banyak spot foto menarik daya tarik yang pertama dari pule payung yogyakarta adalah objek wisata yang menyajikan pesona alam pegunungan sehingga orang orang menyebutnya dengan bukit wisata pule payung yogyakarta adalah objek wisata yang bukan hanya sekedar menawarkan keindahan serta kenyamanan dalam berwisatanya saja namun mampu memberikan rasa aman bagi setiap pengunjungnya daya tarik pule payung yogyakarta yang paling populer adalah onjek wisata yang menyajikan beragam spot keren yang instagramable
272,Seribu Batu Songgo Langit,Alam,4.6,4223,2500,2500,-7.931099,110.429738,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352217/seribu-batu-songgo-langit_ya22jv.jpg,disekitar hutan pinus ternyata masih banyak tempat wisata yang wajib dikunjungi salah satunya adalah seribu batu songgo langit namanya terdengar asing namun apabila disebut rumah hobbit tentunya sahabat akan segera tahu tempat wisata ini ya seribu batu songgo langit adalah lokasi dimana terdapat rumah hobbit yang ada di kawasan mangunan rumah hobbit yang dimaksud berbeda dengan yang ada di new zealand pastinya rumah hobbit disini merupakan tiruan dari yang terdapat di film hobbit atau yang ada di new zealand songgo langit berarti penyangga langit hal ini dikarenakan di seribu baru songgo langit terdapat bukit yang seakan akan merupakan tiang dari langit seribu batu songgo langit merupakan tempat wisata di kawasan dlingo yang menawarkan berbagai macam atraksi wisata namun kebanyakan adalah spot foto spot foto di seribu batu hampir semuanya anti mainstream
269,Jurang Tembelan Kanigoro,Alam,4.5,3867,0,0,-7.9401065,110.4300062,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352216/jurang-tembelan-kanigoro_zpdzxr.jpg,objek wisata bantul ini ialah wisata alam spot foto terbaru yang sekarang menjadi hits di kalangan remaja kekinian sebab jurang tembelan mangunan jogja memiliki deck view atau gardu pandangan terlihat cukup unik mirip seperti kapal tak heran pada akhirnya banyak wisatawan menyebutnya sebagai kapal titanic diatas awan sebelum seperti sekarang sebenarnya jurang tembelan kanigoro bantul tergolong masih sepi pengunjung lantaran baru saja dikembangkan oleh pihak pengelola wisata namun spot foto corner berupa gardu pandangan unik dan keindahan dimilikinya membuat pengunjung mulai ramai menyemarakkan sehingga tak lagi wisatawan lokal saja berbondong bondong kesana wisatawan luar kota pun dibuat penasaran dan menyempatkan waktu berswafoto di wisata alam jogja ini pengunjung diperbolehkan bebas melakukan sesi pemotretan atau pun hanya sekedar berselfie ria tak hanya itu saja pengunjung pun juga dapat menyaksikan lanskap matahari terbenam ketika menjelang sore hari dan juga kala matahari terbit yang diiringi pula keindahan tebal nya kabut putih khas pegunungan mangunan
315,Malioboro,Buatan,4.7,3752,3000,3000,-7.7982487,110.3652793,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352229/malioboro_vyneqo.jpg,malioboro adalah jantung kota jogja meskipun terkenal sebagai surga belanja cendera mata dan barang kerajinan ternyata tak sedikit wisatawan dan orang lokal mendatangi malioboro pagi pagi sekali untuk berolahraga atau sekedar menikmati udara segar sambil mencari sarapan
463,Blue Lagoon Jogja,Alam,4.3,3585,3000,3000,-7.7044358,110.45026,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352216/blue-lagoon_kffpdw.jpg,blue lagoon jogja merupakan salah satu obyek wisata yang di jadikan tempat pemandian sumber mata air ini yang muncul dari permukaan tanah di dalam kolam apabila anda melihat ke dalam kolam akan terlihat gelembung gelembung kecil yang muncul dari permukaan tanah hal itu menunjukkan bahwa terdapat air yang terus menerus muncul dari permukaan tanah tersebut meskipun blue lagoon di jogja ini sudah lama namun tempat wisata ini mulai tenar dipertengahan tahun pemandian blue lagoon ini terletak di desa dalem widodomartani ngemplak sleman yogyakarta
108,Bundaran UGM,Buatan,4.7,3535,0,0,-7.7760052,110.3760616,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352216/bundaran-ugm_e7itol.jpg,bundaran ugm merupakan gerbang masuk utama universitas gadjah mada
381,Pantai Pok Tunggal,Pantai,4.5,3467,10000,10000,-8.1554468,110.6217582,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352216/pantai-pok-tunggal_ztliez.jpg,pantai pok tunggal adalah salah satu pantai populer di gunungkidul pantai ini terletak di desa tepus kecamatan tepus posisinya sejajar dan tak jauh dari pantai indrayanti dan pantai watulawang yang tak kalah populer nama pok tunggal berasal dari keberadaan pohon duras di kawasan pantai tersebut pohon jenis ini dikenal sangat sulit tumbuh di daerah pesisir karena hanya satu satunya pohon ini kemudian menjadi semacam maskot bagi pantai ini yang menjadi ciri khas pantai ini adalah bentuknya yang sempit dan memanjang di samping itu lokasinya yang dikelilingi bukit kapur dan karang menjadikan pok tunggal tampak lebih eksotis pantai ini cocok sebagai destinasi berbagai macam kegiatan rekreasi
399,Pantai Ngobaran,Pantai,4.5,3288,5000,5000,-8.1191333,110.5050409,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352215/pantai-ngobaran_169_ynphdl.jpg,keunikan yang menjadi ciri khas pantai ngobaran adalah adanya pura dan arca keberadaannya membuat sekilas pantai ngobaran memiliki suasana khas yang mirip dengan pulau bali satu keunikan yang kemungkinan besar tersembunyi dari kebanyakan wisatawan adalah adanya sumber air tawar di tepi laut namun aliran air tawar hanya bisa ditemukan ketika air laut sedang surut satu sajian spesial yang bisa didapatkan di pantai ngobaran adalah landak laut atau bulu babi kuliner ini bisa dipesan di warung warung yang ada di sekitar pantai bagian landak laut yang dimakan adalah dagingnya
271,Bukit Panguk Kediwung,Alam,4.5,3245,3000,3000,-7.9583695,110.4407622,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352215/Bukit-Panguk-Kediwung-4_w8zamx.jpg,bukit panguk kediwung berlokasi di kediwung mangunan dlingo bantul yogyakarta jangan khawatir untuk tersesat karena di sepanjang jalan menuju ke lokasi kita akan melihat beberapa papan petunjuk kurang lebih berjarak km dari pusat kota yogyakarta dari pusat kota yogyakarta anda bisa bergerak menuju ke selatan tepatnya ke arah jalan imogiri timur ikuti jalan hingga menemukan pasar imogiri lalu belok kiri dan lanjutkan perjalanan menuju ke arah dlingo dari sana anda akan mulai melihat petunjuk jalan menuju bukit panguk kediwung akses jalan menuju bukit panguk kediwung sudah diaspal halus hanya saja konturnya sedikit naik turun namun masih dalam kategori aman sangat disarankan untuk menggunakan kendaraan pribadi karena akses ke sini menggunakan kendaraan umum cukup sulit salah satu yang menjadi magnet bagi pengunjung untuk datang adalah keindahan pemandangan alamnya pengelola sudah menyediakan beberapa gardu pandang terbuat dari kayu dan bambu yang sengaja dibangun menjorok ke arah bibir tebing sehingga pengunjung bisa melihat dengan jelas pemandangan di bawah bukit panguk kediwung yang eksotis dari atas kita bisa melihat aliran panjang sungai oya yang membelah bukita hijau yang menghampar hijau gardu pandang ini bukan gardu pandang biasa karena memiliki bentuk bentuk yang unik karena sekaligus jadi spot foto ada yang berbentuk jembatan memanjang bentuk sayap kupu kupu bentuk kereta kuda dan masih banyak lagi gardu pandang dengan bentuk biasa juga tersedia gardu pandang di puncak bukit penguk kediwung ini terbagi dalam dua bagian yaitu bagian timur dan selatan gardu pandang bagian timur sangat cocok untuk menikmati matahari terbit di pagi hari sedangkan gardu pandang sebelah selatan menghadap ke pegunungan yang berjajar kedua spot sama sama menyuguhkan pemandangan yang luar biasa dan tidak boleh anda lewatkan ketika liburan di yogyakarta
180,Kebun Teh Nglinggo,Agrowisata,4.5,3199,10000,10000,-7.647054,110.1414699,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352215/kebun-teh-nglinggo-yogyakarta_hugx0q.jpg,wisata kebun teh nglinggo adalah satu satunya kebun teh yang berada di yogyakarta sebenarnya kebun teh ini merupakan tempat mata pencaharian penduduk di sekitar pagerhajo kemudian warga mempunyai ide untuk menjadikannya sebagai tempat wisata dengan pesona alamnya kebun teh nglinggo menjadi objek wisata yang cukup terkenal di kulon progo
376,Pantai Nglambor,Pantai,4.4,3192,10000,10000,-8.1827028,110.6792399,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352215/pantai-nglambor_fpyeiy.jpg,pantai nglambor adalah sebuah pantai eksotis yang terletak di kelurahan purwodadi kecamatan tepus gunung kidul daerah istimewa yogyakarta lokasinya persis di sebelah barat dari pantai siung dan sebelah timur dari pantai jogan jaraknya kurang lebih km dari pusat kota jogja pantai ini menawarkan panorama pantai yang indah
185,Air Terjun Kedung Pedut,Alam,4.5,3164,3000,3000,-7.7699875,110.1210707,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352214/air-terun-kedung-pedut_lqwkue.jpg,air terjun kedung pedut atau biasa disebut curug kedung pedut berasal dari istilah bahasa jawa curug yang berarti air terjun kedung berarti kubangan atau kolam dan pedut berarti kabut air terjun kedung pedut merupakan salah satu wisata alam yang di kulonprogo yang dikenal karena keindahan warna airnya
380,Pantai Ngandong,Pantai,4.5,3151,10000,10000,-8.146423,110.6061408,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352214/pantai-ngandong_ecrysk.jpg,pantai ini memiliki garis pantai yang panjang dengan pasir putih yang bersih dan lembut ada bebatuan di pinggir pantai yang bisa dimanfaatkan oleh pengunjung untuk bermain air permainan air disini selain berenang juga tersedia fasilitas kano pemandangan unik yang dapat dilihat di pantai ini adalah adanya pulau yang berada di tengah laut saat sedang surut pulau itu bisa dicapai dengan jalan kaki
389,Pantai Sepanjang,Pantai,4.4,3130,10000,10000,-8.1366656,110.5659962,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352214/pantai-sepanjang_cyll2y.jpg,siapa sangka ternyata yogyakarta pun punya kuta nya sendiri ialah pantai sepanjang salah satu pantai di kabuaten gunungkidul daerah yang satu ini memang memiliki koleksi pantai cantik yang tak terhitung jumlahnya bahkan pantai ini digadang gadang sebagai kuta tempo doeloe
14,Candi Sewu,Budaya_Dan_Sejarah,4.6,2968,10000,10000,-7.7439217,110.4929095,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352227/candi-sewu_czzoie.jpg,candi sewu adalah candi buddha yang dibangun pada abad ke masehi yang berjarak hanya delapan ratus meter di sebelah utara candi prambanan candi sewu merupakan kompleks candi buddha terbesar kedua setelah candi borobudur di jawa tengah candi sewu berusia lebih tua daripada candi borobudur dan prambanan meskipun aslinya memiliki candi oleh masyarakat setempat candi ini dinamakan sewu yang berarti seribu dalam bahasa jawa penamaan ini berdasarkan kisah legenda loro jonggrang
22,Gunung Api Purba Nglanggeran,Alam,4.6,2807,15000,15000,-7.8427585,110.5379165,https://res.cloudinary.com/dfciqrwpe/image/upload/v1749352214/gunung-api-purba_sryvzv.jpg,kawasan ekosistem gunung purba nglanggeran atau yang biasa disebut gunung nglanggeran ini merupakan kawasan yang litologinya disusun oleh material vulkanik tua berbentuk gunung batu raksasa yang membentang sepanjang kurang lebih meter dengan tinggi mencapai meter di kawasan gunung api purba nglanggeran juga dijumpai fauna dan flora langka seperti tanaman tremas tanaman obat yang hanya hidup dikawasan ekowisata gunung api purba kera ekor panjang
